Word,PI Score,Tf-Idf,Loc Ind,Loc Sig,Section
Define Propagation,0.1,0.00013737768087630244,0 19 1 9 32 3 3 4 1 9 | 0 19 1 9 32 3 3 4 1 10,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,Cache
Amber Amber,0.884615384615,0.0016485321705156293,0 19 1 3 4 0 0 | 0 19 1 3 4 0 1,TaggedPDF-doc Part Sect Sect P statement word,Cache
DDR3 SDRAM,0.1,0.00013737768087630244,0 19 1 9 29 0 0 | 0 19 1 9 29 0 1,TaggedPDF-doc Part Sect Sect P statement word,Cache
"Write enable,",0.1,0.00013737768087630244,0 19 1 8 4 2 2 9 3 0 0 | 0 19 1 8 4 2 2 9 3 0 1,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Status Bits,0.1,0.00013737768087630244,0 19 1 7 2 0 2 | 0 19 1 7 2 0 3,TaggedPDF-doc Part Sect Sect P statement word,Cache
offset_12 B22,0.1,0.00013737768087630244,0 19 1 5 14 4 8 0 5 | 0 19 1 5 14 4 8 0 6,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,Cache
Empty Descending,0.535399120567,0.0002747553617526049,0 19 1 5 15 4 3 1 0 0 | 0 19 1 5 15 4 3 1 0 1,TaggedPDF-doc Part Sect Sect Sect Table TR TD statement word,Cache
Register List,0.1,0.00013737768087630244,0 19 1 5 4 5 15 0 0 | 0 19 1 5 4 5 15 0 1,TaggedPDF-doc Part Sect Sect Table TR TD statement word,Cache
Xilinx Coregen,0.615020615492,0.0004121330426289073,0 19 1 8 4 5 3 13 1 2 18 | 0 19 1 8 4 5 3 13 1 2 19,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Empty Ascending,0.535399120567,0.0002747553617526049,0 19 1 5 15 5 1 1 0 0 | 0 19 1 5 15 5 1 1 0 1,TaggedPDF-doc Part Sect Sect Sect Table TR TD statement word,Cache
Shift Right,0.535399120567,0.0002747553617526049,0 19 1 5 15 2 3 1 0 1 | 0 19 1 5 15 2 3 1 0 2,TaggedPDF-doc Part Sect Sect Sect Table TR TD statement word,Cache
Xilinx SP605,0.535399120567,0.0002747553617526049,0 19 1 2 6 2 9 | 0 19 1 2 6 2 10,TaggedPDF-doc Part Sect Sect P statement word,Cache
"Amber core,",0.1,0.00013737768087630244,0 19 1 4 4 15 3 2 6 | 0 19 1 4 4 15 3 2 7,TaggedPDF-doc Part Sect Sect Table TR TD statement word,Cache
Verilog Project,0.615020615492,0.0004121330426289073,0 19 1 9 32 3 3 3 0 18 | 0 19 1 9 32 3 3 3 0 19,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,Cache
Undefined Instruction,0.1,0.00013737768087630244,0 19 1 9 32 5 12 8 1 0 1 | 0 19 1 9 32 5 12 8 1 0 2,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Core Source,0.535399120567,0.0002747553617526049,0 19 1 8 4 4 2 0 4 | 0 19 1 8 4 4 2 0 5,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,Cache
VCD Output,0.535399120567,0.0002747553617526049,0 19 1 9 32 4 2 0 0 1 | 0 19 1 9 32 4 2 0 0 2,TaggedPDF-doc Part Sect Sect Sect Sect Sect H4 statement word,Cache
"r0 register,",0.1,0.00013737768087630244,0 19 1 3 10 1 5 1 4 | 0 19 1 3 10 1 5 1 5,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,Cache
Block Data,0.1,0.00013737768087630244,0 19 1 5 3 0 13 | 0 19 1 5 3 0 14,TaggedPDF-doc Part Sect Sect P statement word,Cache
"Wishbone interface,",0.511817718564,0.00023657425614642943,0 19 1 2 2 1 14 | 0 19 1 2 2 1 15,TaggedPDF-doc Part Sect Sect P statement word,Cache
"Interrupt request,",0.535399120567,0.0002747553617526049,0 19 1 8 4 2 2 4 3 0 1 | 0 19 1 8 4 2 2 4 3 0 2,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Pipeline Architecture,0.615020615492,0.0004121330426289073,0 19 1 3 0 0 2 | 0 19 1 3 0 0 3,TaggedPDF-doc Part Sect Sect H2 statement word,Cache
Ethernet I/F,0.1,0.00013737768087630244,0 19 1 9 3 0 1 | 0 19 1 9 3 0 2,TaggedPDF-doc Part Sect Sect P statement word,Cache
User Writable,0.1,0.00013737768087630244,0 19 1 7 3 1 2 0 0 | 0 19 1 7 3 1 2 0 1,TaggedPDF-doc Part Sect Sect Table TR TD statement word,Cache
Core Type,0.1,0.00013737768087630244,0 19 1 9 33 15 2 1 0 0 0 | 0 19 1 9 33 15 2 1 0 0 1,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TH statement word,Cache
Decode -The,0.1,0.00013737768087630244,0 19 1 3 2 1 1 0 0 | 0 19 1 3 2 1 1 0 1,TaggedPDF-doc Part Sect Sect L LI LI_Title statement word,Cache
Lesser General,0.535399120567,0.0002747553617526049,0 19 1 2 9 6 0 4 | 0 19 1 2 9 6 0 5,TaggedPDF-doc Part Sect Sect Sect P statement word,Cache
Carry Flag,0.1,0.00013737768087630244,0 19 1 5 13 2 6 3 0 6 | 0 19 1 5 13 2 6 3 0 7,TaggedPDF-doc Part Sect Sect Sect Table TR TD statement word,Cache
Verilog Structure,0.535399120567,0.0002747553617526049,0 19 1 8 4 4 10 0 5 | 0 19 1 8 4 4 10 0 6,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,Cache
Store Equivalent,0.535399120567,0.0002747553617526049,0 19 1 5 15 4 1 2 0 1 | 0 19 1 5 15 4 1 2 0 2,TaggedPDF-doc Part Sect Sect Sect Table TR TH statement word,Cache
Decrement After,0.1,0.00013737768087630244,0 19 1 5 15 4 4 0 0 0 | 0 19 1 5 15 4 4 0 0 1,TaggedPDF-doc Part Sect Sect Sect Table TR TD statement word,Cache
CP Opcode,0.535399120567,0.0002747553617526049,0 19 1 5 4 9 7 0 0 | 0 19 1 5 4 9 7 0 1,TaggedPDF-doc Part Sect Sect Table TR TD statement word,Cache
LR U23,0.1,0.00013737768087630244,0 19 1 5 5 0 13 | 0 19 1 5 5 0 14,TaggedPDF-doc Part Sect Sect P statement word,Cache
Rn XOR,0.1,0.00013737768087630244,0 19 1 5 13 2 2 3 0 2 | 0 19 1 5 13 2 2 3 0 3,TaggedPDF-doc Part Sect Sect Sect Table TR TD statement word,Cache
ALU Function,0.1,0.00013737768087630244,0 19 1 3 9 11 0 2 | 0 19 1 3 9 11 0 3,TaggedPDF-doc Part Sect Sect Sect P statement word,Cache
General Public,0.535399120567,0.0002747553617526049,0 19 1 3 9 2 0 5 | 0 19 1 3 9 2 0 6,TaggedPDF-doc Part Sect Sect Sect P statement word,Cache
Register Shifts,0.1,0.00013737768087630244,0 19 1 5 14 3 8 0 0 0 | 0 19 1 5 14 3 8 0 0 1,TaggedPDF-doc Part Sect Sect Sect Table TR TD statement word,Cache
"Dabhand Guide,",0.1,0.00013737768087630244,0 19 1 2 7 0 11 | 0 19 1 2 7 0 12,TaggedPDF-doc Part Sect Sect P statement word,Cache
Open Source,0.1,0.00013737768087630244,0 19 0 0 1 | 0 19 0 0 2,TaggedPDF-doc Part H1 statement word,Cache
Xilinx Virtex-6,0.1,0.00013737768087630244,0 19 1 8 4 5 3 14 1 0 0 | 0 19 1 8 4 5 3 14 1 0 1,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Coprocessor CORTRANS,0.1,0.00013737768087630244,0 19 1 5 3 0 27 | 0 19 1 5 3 0 28,TaggedPDF-doc Part Sect Sect P statement word,Cache
Rotate Right,0.535399120567,0.0002747553617526049,0 19 1 5 15 2 5 1 0 0 | 0 19 1 5 15 2 5 1 0 1,TaggedPDF-doc Part Sect Sect Sect Table TR TD statement word,Cache
"FIRQ Mask,",0.1,0.00013737768087630244,0 19 1 7 3 3 3 0 0 | 0 19 1 7 3 3 3 0 1,TaggedPDF-doc Part Sect Sect Table TR TD statement word,Cache
FPGA Block,0.1,0.00013737768087630244,0 19 1 8 1 0 8 | 0 19 1 8 1 0 9,TaggedPDF-doc Part Sect Sect P statement word,Cache
"Sourcery package,",0.1,0.00013737768087630244,0 19 1 9 32 2 1 4 4 | 0 19 1 9 32 2 1 4 5,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,Cache
Rn -shifter_operand,0.535399120567,0.0002747553617526049,0 19 1 5 13 2 3 3 0 2 | 0 19 1 5 13 2 3 3 0 3,TaggedPDF-doc Part Sect Sect Sect Table TR TD statement word,Cache
"Interrupt mode,",0.1,0.00013737768087630244,0 19 1 9 32 5 10 1 1 0 3 | 0 19 1 9 32 5 10 1 1 0 4,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Load Example,0.535399120567,0.0002747553617526049,0 19 1 3 10 1 0 0 1 | 0 19 1 3 10 1 0 0 2,TaggedPDF-doc Part Sect Sect Sect Sect H4 statement word,Cache
"Data Manual,",0.1,0.00013737768087630244,0 19 1 2 7 0 22 | 0 19 1 2 7 0 23,TaggedPDF-doc Part Sect Sect P statement word,Cache
Shifter Operand,0.615020615492,0.0004121330426289073,0 19 1 5 14 2 0 3 | 0 19 1 5 14 2 0 4,TaggedPDF-doc Part Sect Sect Sect P statement word,Cache
Modelsim SE,0.1,0.00013737768087630244,0 19 1 9 32 3 1 1 11 | 0 19 1 9 32 3 1 1 12,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,Cache
Increment Before,0.1,0.00013737768087630244,0 19 1 5 15 4 3 0 0 0 | 0 19 1 5 15 4 3 0 0 1,TaggedPDF-doc Part Sect Sect Sect Table TR TD statement word,Cache
User FIRQ,0.1,0.00013737768087630244,0 19 1 9 32 6 3 5 0 1 | 0 19 1 9 32 6 3 5 0 2,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,Cache
Copyright Dabs,0.1,0.00013737768087630244,0 19 1 2 7 0 13 | 0 19 1 2 7 0 14,TaggedPDF-doc Part Sect Sect P statement word,Cache
Transfer MTRANS,0.1,0.00013737768087630244,0 19 1 5 3 0 15 | 0 19 1 5 3 0 16,TaggedPDF-doc Part Sect Sect P statement word,Cache
Full Ascending,0.535399120567,0.0002747553617526049,0 19 1 5 15 4 4 1 0 0 | 0 19 1 5 15 4 4 1 0 1,TaggedPDF-doc Part Sect Sect Sect Table TR TD statement word,Cache
Offset Encoding,0.1,0.00013737768087630244,0 19 1 5 14 4 2 17 0 0 3 | 0 19 1 5 14 4 2 17 0 0 4,TaggedPDF-doc Part Sect Sect Sect Sect Table Caption P statement word,Cache
Hyper Terminal,0.1,0.00013737768087630244,0 19 1 9 32 6 3 8 0 20 | 0 19 1 9 32 6 3 8 0 21,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,Cache
Directory Structure,0.535399120567,0.0002747553617526049,0 19 1 8 4 5 0 0 2 | 0 19 1 8 4 5 0 0 3,TaggedPDF-doc Part Sect Sect Sect Sect H3 statement word,Cache
Hello World,0.535399120567,0.0002747553617526049,0 19 1 9 32 6 4 0 0 1 | 0 19 1 9 32 6 4 0 0 2,TaggedPDF-doc Part Sect Sect Sect Sect Sect H4 statement word,Cache
Fast Interrupt,0.615020615492,0.0004121330426289073,0 19 1 9 32 5 10 1 1 0 2 | 0 19 1 9 32 5 10 1 1 0 3,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
"GNU linker,",0.1,0.00013737768087630244,0 19 1 9 32 2 12 3 1 8 | 0 19 1 9 32 2 12 3 1 9,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,Cache
Store Example,0.535399120567,0.0002747553617526049,0 19 1 3 10 2 0 0 1 | 0 19 1 3 10 2 0 0 2,TaggedPDF-doc Part Sect Sect Sect Sect H4 statement word,Cache
New Verilog,0.1,0.00013737768087630244,0 19 1 9 32 3 3 3 0 17 | 0 19 1 9 32 3 3 3 0 18,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,Cache
Opcode Encoding,0.615020615492,0.0004121330426289073,0 19 1 5 13 0 0 1 | 0 19 1 5 13 0 0 2,TaggedPDF-doc Part Sect Sect Sect H3 statement word,Cache
Cache Configuration,0.1,0.00013737768087630244,0 19 1 9 33 15 2 1 0 0 3 | 0 19 1 9 33 15 2 1 0 0 4,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TH statement word,Cache
Rn EOR,0.1,0.00013737768087630244,0 19 1 5 13 2 10 3 0 3 | 0 19 1 5 13 2 10 3 0 4,TaggedPDF-doc Part Sect Sect Sect Table TR TD statement word,Cache
Xilinx ISE,0.511817718564,0.00023657425614642943,0 19 1 9 33 1 1 7 | 0 19 1 9 33 1 1 8,TaggedPDF-doc Part Sect Sect Sect P statement word,Cache
Cache Specification,0.1,0.00013737768087630244,0 19 1 8 2 0 2 | 0 19 1 8 2 0 3,TaggedPDF-doc Part Sect Sect P statement word,Cache
Sourcery GNU,0.535399120567,0.0002747553617526049,0 19 1 9 32 2 6 1 23 | 0 19 1 9 32 2 6 1 24,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,Cache
GNU Download,0.1,0.00013737768087630244,0 19 1 9 32 2 4 0 4 | 0 19 1 9 32 2 4 0 5,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,Cache
Swap SWAP,0.1,0.00013737768087630244,0 19 1 5 3 0 7 | 0 19 1 5 3 0 8,TaggedPDF-doc Part Sect Sect P statement word,Cache
Modelsim GUI,0.1,0.00013737768087630244,0 19 1 9 32 3 2 5 1 6 | 0 19 1 9 32 3 2 5 1 7,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,Cache
Tue Feb,0.1,0.00013737768087630244,0 19 1 9 32 7 1 10 0 14 | 0 19 1 9 32 7 1 10 0 15,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,Cache
Core Port,0.1,0.00013737768087630244,0 19 1 8 4 2 2 0 0 0 4 | 0 19 1 8 4 2 2 0 0 0 5,TaggedPDF-doc Part Sect Sect Sect Sect Table Caption P statement word,Cache
Interrupt Type,0.1,0.00013737768087630244,0 19 1 6 1 1 0 0 0 | 0 19 1 6 1 1 0 0 1,TaggedPDF-doc Part Sect Sect Table TR TH statement word,Cache
EOR shifter_operand,0.1,0.00013737768087630244,0 19 1 5 13 2 10 3 0 4 | 0 19 1 5 13 2 10 3 0 5,TaggedPDF-doc Part Sect Sect Sect Table TR TD statement word,Cache
Increment After,0.1,0.00013737768087630244,0 19 1 5 15 4 2 0 0 0 | 0 19 1 5 15 4 2 0 0 1,TaggedPDF-doc Part Sect Sect Sect Table TR TD statement word,Cache
Shift Left,0.1,0.00013737768087630244,0 19 1 5 15 2 2 1 0 1 | 0 19 1 5 15 2 2 1 0 2,TaggedPDF-doc Part Sect Sect Sect Table TR TD statement word,Cache
Move NOT,0.1,0.00013737768087630244,0 19 1 5 13 2 16 2 0 0 | 0 19 1 5 13 2 16 2 0 1,TaggedPDF-doc Part Sect Sect Sect Table TR TD statement word,Cache
Data COREGOP,0.1,0.00013737768087630244,0 19 1 5 3 0 24 | 0 19 1 5 3 0 25,TaggedPDF-doc Part Sect Sect P statement word,Cache
Operand Encoding,0.615020615492,0.0004121330426289073,0 19 1 5 14 0 0 2 | 0 19 1 5 14 0 0 3,TaggedPDF-doc Part Sect Sect Sect H3 statement word,Cache
Set Encoding,0.615020615492,0.0004121330426289073,0 19 1 5 0 0 1 | 0 19 1 5 0 0 2,TaggedPDF-doc Part Sect Sect H2 statement word,Cache
Amber Boot,0.1,0.00013737768087630244,0 19 1 9 32 7 1 7 0 1 | 0 19 1 9 32 7 1 7 0 2,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,Cache
Stack Store,0.535399120567,0.0002747553617526049,0 19 1 5 15 4 1 2 0 0 | 0 19 1 5 15 4 1 2 0 1,TaggedPDF-doc Part Sect Sect Sect Table TR TH statement word,Cache
MII Ethernet,0.1,0.00013737768087630244,0 19 1 9 3 0 0 | 0 19 1 9 3 0 1,TaggedPDF-doc Part Sect Sect P statement word,Cache
shifter_operand L24,0.1,0.00013737768087630244,0 19 1 5 5 0 6 | 0 19 1 5 5 0 7,TaggedPDF-doc Part Sect Sect P statement word,Cache
Transfer Coprocessor,0.1,0.00013737768087630244,0 19 1 5 3 0 22 | 0 19 1 5 3 0 23,TaggedPDF-doc Part Sect Sect P statement word,Cache
Data Transfer,0.463630729993,0.0001884717518930998,0 19 1 5 3 0 14 | 0 19 1 5 3 0 15,TaggedPDF-doc Part Sect Sect P statement word,Cache
Value Encoding,0.1,0.00013737768087630244,0 19 1 5 14 4 1 0 5 | 0 19 1 5 14 4 1 0 6,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,Cache
GNU Tools,0.535399120567,0.0002747553617526049,0 19 1 9 32 2 12 0 0 1 | 0 19 1 9 32 2 12 0 0 2,TaggedPDF-doc Part Sect Sect Sect Sect Sect H4 statement word,Cache
Verilog Files,0.67796830772,0.0005495107235052098,0 19 1 8 4 4 0 0 3 | 0 19 1 8 4 4 0 0 4,TaggedPDF-doc Part Sect Sect Sect Sect H3 statement word,Cache
IA32 GNU/Linux,0.1,0.00013737768087630244,0 19 1 9 32 2 6 0 7 | 0 19 1 9 32 2 6 0 8,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,Cache
"Project Settings,",0.1,0.00013737768087630244,0 19 1 9 32 3 3 4 1 4 | 0 19 1 9 32 3 3 4 1 5,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,Cache
FIRQ IRQ,0.1,0.00013737768087630244,0 19 1 9 32 6 3 5 0 2 | 0 19 1 9 32 6 3 5 0 3,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
Amber Core,0.1,0.00013737768087630244,0 19 1 9 32 5 9 0 0 0 2 | 0 19 1 9 32 5 9 0 0 0 3,TaggedPDF-doc Part Sect Sect Sect Sect Table Caption P statement word,10.6.3 Ethmac Test
Loader v20110117211518,0.1,0.00013737768087630244,0 19 1 9 32 7 1 7 0 3 | 0 19 1 9 32 7 1 7 0 4,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
Veritak Verilog,0.1,0.00013737768087630244,0 19 1 9 32 3 3 1 0 7 | 0 19 1 9 32 3 3 1 0 8,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
Ethmac DMA,0.1,0.00013737768087630244,0 19 1 9 32 5 10 9 1 0 9 | 0 19 1 9 32 5 10 9 1 0 10,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,10.6.3 Ethmac Test
User Mode,0.535399120567,0.0002747553617526049,0 19 1 9 32 5 10 23 1 1 7 | 0 19 1 9 32 5 10 23 1 1 8,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,10.6.3 Ethmac Test
Amber UART,0.1,0.00013737768087630244,0 19 1 9 32 5 12 4 1 0 8 | 0 19 1 9 32 5 12 4 1 0 9,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,10.6.3 Ethmac Test
Core Hardware,0.1,0.00013737768087630244,0 19 1 9 32 5 9 0 0 0 3 | 0 19 1 9 32 5 9 0 0 0 4,TaggedPDF-doc Part Sect Sect Sect Sect Table Caption P statement word,10.6.3 Ethmac Test
GNU cross-compiler,0.1,0.00013737768087630244,0 19 1 9 32 2 1 1 5 | 0 19 1 9 32 2 1 1 6,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
Code Sourcery,0.615020615492,0.0004121330426289073,0 19 1 9 32 2 1 3 0 | 0 19 1 9 32 2 1 3 1,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
"Linux execution,",0.1,0.00013737768087630244,0 19 1 9 32 7 1 13 0 10 | 0 19 1 9 32 7 1 13 0 11,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
Linux PC,0.1,0.00013737768087630244,0 19 1 9 32 1 1 3 6 | 0 19 1 9 32 1 1 3 7,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
"r8 -r14,",0.1,0.00013737768087630244,0 19 1 9 32 5 10 33 1 0 10 | 0 19 1 9 32 5 10 33 1 0 11,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,10.6.3 Ethmac Test
Define Propagation,0.1,0.00013737768087630244,0 19 1 9 32 3 3 4 1 9 | 0 19 1 9 32 3 3 4 1 10,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
Verilog Project,0.615020615492,0.0004121330426289073,0 19 1 9 32 3 3 3 0 18 | 0 19 1 9 32 3 3 3 0 19,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
Undefined Instruction,0.1,0.00013737768087630244,0 19 1 9 32 5 12 8 1 0 1 | 0 19 1 9 32 5 12 8 1 0 2,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,10.6.3 Ethmac Test
VCD Output,0.535399120567,0.0002747553617526049,0 19 1 9 32 4 2 0 0 1 | 0 19 1 9 32 4 2 0 0 2,TaggedPDF-doc Part Sect Sect Sect Sect Sect H4 statement word,10.6.3 Ethmac Test
"Sourcery package,",0.1,0.00013737768087630244,0 19 1 9 32 2 1 4 4 | 0 19 1 9 32 2 1 4 5,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
"Interrupt mode,",0.1,0.00013737768087630244,0 19 1 9 32 5 10 1 1 0 3 | 0 19 1 9 32 5 10 1 1 0 4,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,10.6.3 Ethmac Test
Modelsim SE,0.1,0.00013737768087630244,0 19 1 9 32 3 1 1 11 | 0 19 1 9 32 3 1 1 12,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
User FIRQ,0.1,0.00013737768087630244,0 19 1 9 32 6 3 5 0 1 | 0 19 1 9 32 6 3 5 0 2,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
Hyper Terminal,0.1,0.00013737768087630244,0 19 1 9 32 6 3 8 0 20 | 0 19 1 9 32 6 3 8 0 21,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
Hello World,0.535399120567,0.0002747553617526049,0 19 1 9 32 6 4 0 0 1 | 0 19 1 9 32 6 4 0 0 2,TaggedPDF-doc Part Sect Sect Sect Sect Sect H4 statement word,10.6.3 Ethmac Test
Fast Interrupt,0.615020615492,0.0004121330426289073,0 19 1 9 32 5 10 1 1 0 2 | 0 19 1 9 32 5 10 1 1 0 3,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,10.6.3 Ethmac Test
"GNU linker,",0.1,0.00013737768087630244,0 19 1 9 32 2 12 3 1 8 | 0 19 1 9 32 2 12 3 1 9,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
New Verilog,0.1,0.00013737768087630244,0 19 1 9 32 3 3 3 0 17 | 0 19 1 9 32 3 3 3 0 18,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
Sourcery GNU,0.535399120567,0.0002747553617526049,0 19 1 9 32 2 6 1 23 | 0 19 1 9 32 2 6 1 24,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
GNU Download,0.1,0.00013737768087630244,0 19 1 9 32 2 4 0 4 | 0 19 1 9 32 2 4 0 5,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
Modelsim GUI,0.1,0.00013737768087630244,0 19 1 9 32 3 2 5 1 6 | 0 19 1 9 32 3 2 5 1 7,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
Tue Feb,0.1,0.00013737768087630244,0 19 1 9 32 7 1 10 0 14 | 0 19 1 9 32 7 1 10 0 15,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
Amber Boot,0.1,0.00013737768087630244,0 19 1 9 32 7 1 7 0 1 | 0 19 1 9 32 7 1 7 0 2,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
GNU Tools,0.535399120567,0.0002747553617526049,0 19 1 9 32 2 12 0 0 1 | 0 19 1 9 32 2 12 0 0 2,TaggedPDF-doc Part Sect Sect Sect Sect Sect H4 statement word,10.6.3 Ethmac Test
IA32 GNU/Linux,0.1,0.00013737768087630244,0 19 1 9 32 2 6 0 7 | 0 19 1 9 32 2 6 0 8,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
"Project Settings,",0.1,0.00013737768087630244,0 19 1 9 32 3 3 4 1 4 | 0 19 1 9 32 3 3 4 1 5,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
Register Transfer,0.1,0.00013737768087630244,0 19 1 5 3 0 29 | 0 19 1 5 3 0 30,TaggedPDF-doc Part Sect Sect P statement word,Instruction Set
"Execute stage,",0.1,0.00013737768087630244,0 19 1 8 4 4 6 0 6 | 0 19 1 8 4 4 6 0 7,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,Instruction Set
Rn shifter_operand,0.1,0.00013737768087630244,0 19 1 5 13 2 11 3 0 3 | 0 19 1 5 13 2 11 3 0 4,TaggedPDF-doc Part Sect Sect Sect Table TR TD statement word,Instruction Set
v2a ISA,0.1,0.00013737768087630244,0 19 1 2 5 2 11 | 0 19 1 2 5 2 12,TaggedPDF-doc Part Sect Sect P statement word,Instruction Set
MAC Verilog,0.1,0.00013737768087630244,0 19 1 8 4 5 3 9 1 0 2 | 0 19 1 8 4 5 3 9 1 0 3,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Instruction Set
Start Menu,0.1,0.00013737768087630244,0 19 1 9 34 2 1 2 8 | 0 19 1 9 34 2 1 2 9,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,Instruction Set
SWAP Single,0.1,0.00013737768087630244,0 19 1 5 3 0 8 | 0 19 1 5 3 0 9,TaggedPDF-doc Part Sect Sect P statement word,Instruction Set
Xilinx Spartan-6,0.713265306122,0.0006868884043815122,0 19 1 9 31 0 1 0 6 | 0 19 1 9 31 0 1 0 7,TaggedPDF-doc Part Sect Sect L L LI statement word,Instruction Set
"Register post-indexed,",0.1,0.00013737768087630244,0 19 1 5 14 4 6 3 0 0 0 | 0 19 1 5 14 4 6 3 0 0 1,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Instruction Set
Block RAMs,0.535399120567,0.0002747553617526049,0 19 1 8 1 0 9 | 0 19 1 8 1 0 10,TaggedPDF-doc Part Sect Sect P statement word,Instruction Set
FIRQ IRQ,0.1,0.00013737768087630244,0 19 1 9 32 6 3 5 0 2 | 0 19 1 9 32 6 3 5 0 3,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,Instruction Set
Single Data,0.535399120567,0.0002747553617526049,0 19 1 5 3 0 5 | 0 19 1 5 3 0 6,TaggedPDF-doc Part Sect Sect P statement word,Instruction Set
W21 Indicates,0.1,0.00013737768087630244,0 19 1 5 15 8 0 0 | 0 19 1 5 15 8 0 1,TaggedPDF-doc Part Sect Sect Sect P statement word,Instruction Set
Stack Load,0.535399120567,0.0002747553617526049,0 19 1 5 15 5 0 1 0 0 | 0 19 1 5 15 5 0 1 0 1,TaggedPDF-doc Part Sect Sect Sect Table TR TH statement word,Instruction Set
shifter_operand S,0.67796830772,0.0005495107235052098,0 19 1 5 13 2 12 3 0 5 | 0 19 1 5 13 2 12 3 0 6,TaggedPDF-doc Part Sect Sect Sect Table TR TD statement word,Instruction Set
