S.No,Word,Location Vector,Signature,Signature Weight,Tf,Idf,Tf - Idf Score,English Dictionary Match,Number Match,Abbreviation Match,Symbol Match,Repetitive Word
137,pipelined,0 5 1 8 0 3,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.45425837176015826,0.0012017417242332227,"Yes (en_US, en_GB, en_AU)",No,No,No,No
138,so,0 5 1 8 0 4,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.28944812311416607,0.0003828678877171509,Yes (NTLK Stopword),No,No,No,No
139,the,0 5 1 8 0 5,TaggedPDF-doc Part Sect P statement word,{},0.04497354497354497,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
140,first,0 5 1 8 0 6,TaggedPDF-doc Part Sect P statement word,{},0.009259259259259259,0.20647388804940212,0.001911795259716686,"Yes (en_US, en_GB, en_AU)",No,No,No,No
141,result,0 5 1 8 0 7,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.1368379599080077,0.00036200518494181933,"Yes (en_US, en_GB, en_AU)",No,No,No,No
142,appears,0 5 1 8 0 8,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.4890204780193702,0.0006468524841526061,"Yes (en_US, en_GB, en_AU)",No,No,No,No
143,after,0 5 1 8 0 9,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.28944812311416607,0.0007657357754343018,Yes (NTLK Stopword),No,No,No,No
144,the,0 5 1 8 0 10,TaggedPDF-doc Part Sect P statement word,{},0.04497354497354497,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
145,latency,0 5 1 8 0 11,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.568201724066995,0.0007515895820991997,"Yes (en_US, en_GB, en_AU)",No,No,No,No
146,period,0 5 1 8 0 12,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.7231036840527382,0.0009564863545671139,"Yes (en_US, en_GB, en_AU)",No,No,No,No
147,and,0 5 1 8 0 13,TaggedPDF-doc Part Sect P statement word,{},0.017195767195767195,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
148,then,0 5 1 8 0 14,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.3640817414110702,0.0004815896050410981,Yes (NTLK Stopword),No,No,No,No
149,the,0 5 1 8 0 15,TaggedPDF-doc Part Sect P statement word,{},0.04497354497354497,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
150,result,0 5 1 8 0 16,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.1368379599080077,0.00036200518494181933,"Yes (en_US, en_GB, en_AU)",No,No,No,No
151,can,0 5 1 8 0 17,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.09108046934733258,0.00012047681130599547,Yes (NTLK Stopword),No,No,No,No
152,be,0 5 1 8 0 18,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.10580372616803894,0.000559808074963169,Yes (NTLK Stopword),No,No,No,No
153,obtained,0 5 1 8 0 19,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.6139592146276701,0.0016242307265282277,"Yes (en_US, en_GB, en_AU)",No,No,No,No
154,after,0 5 1 8 0 20,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.28944812311416607,0.0007657357754343018,Yes (NTLK Stopword),No,No,No,No
155,every,0 5 1 8 0 21,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.18799048235538898,0.00024866465920024994,"Yes (en_US, en_GB, en_AU)",No,No,No,No
156,clock,0 5 1 8 0 22,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.17026171539495738,0.00045042781850517823,"Yes (en_US, en_GB, en_AU)",No,No,No,No
157,cycle,0 5 1 8 0 23,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.22577904324478879,0.00029864952810157246,"Yes (en_US, en_GB, en_AU)",No,No,No,No
158,Features,0 5 1 9 0 0,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.20647388804940212,0.0002731136085309552,"Yes (en_US, en_GB, en_AU)",No,No,No,No
159,Available,0 5 1 10 0 1,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.7900504736833514,0.001045040309104962,"Yes (en_US, en_GB, en_AU)",No,No,No,No
160,for,0 5 1 10 0 2,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
161,wide,0 5 1 10 0 3,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.6139592146276701,0.0008121153632641139,"Yes (en_US, en_GB, en_AU)",No,No,No,No
162,range,0 5 1 10 0 4,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.31292921896368886,0.0012417826149352731,"Yes (en_US, en_GB, en_AU)",No,No,No,No
163,of,0 5 1 10 0 5,TaggedPDF-doc Part Sect P statement word,{},0.02513227513227513,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
164,FPGA,0 5 1 10 0 6,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.28944812311416607,0.0011486036631514526,No,No,Yes,No,No
165,families,0 5 1 10 0 7,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,1.0910804693473326,0.0014432281340573182,"Yes (en_US, en_GB, en_AU)",No,No,No,No
166,Pipelined,0 5 1 10 0 9,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.9661417327390326,0.0012779652549458102,"Yes (en_US, en_GB, en_AU)",No,No,No,No
167,Compliance,0 5 1 10 0 11,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,1.0910804693473326,0.0014432281340573182,"Yes (en_US, en_GB, en_AU)",No,No,No,No
168,with,0 5 1 10 0 12,TaggedPDF-doc Part Sect P statement word,{},0.006613756613756613,0.04968778418910748,0.0003286229113036209,Yes (NTLK Stopword),No,No,No,No
169,IEEE,0 5 1 10 0 13,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.09108046934733258,0.00048190724522398186,No,No,No,No,No
170,754,0 5 1 10 0 14,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.3640817414110702,0.0019263584201643924,"Yes (en_US, en_GB, en_AU)",Yes,No,No,No
171,standard,0 5 1 10 0 15,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.04968778418910748,6.572458226072417e-05,"Yes (en_US, en_GB, en_AU)",No,No,No,No
172,Single,0 5 1 10 0 17,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.2459824293330757,0.00032537358377390964,"Yes (en_US, en_GB, en_AU)",No,No,No,No
173,precision,0 5 1 10 0 18,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.07684003023272233,0.00030492075489175525,"Yes (en_US, en_GB, en_AU)",No,No,No,No
174,real,0 5 1 10 0 19,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.3640817414110702,0.0004815896050410981,"Yes (en_US, en_GB, en_AU)",No,No,No,No
175,floating,0 5 1 10 0 20,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.31292921896368886,0.0016557101532470309,"Yes (en_US, en_GB, en_AU)",No,No,No,No
176,point,0 5 1 10 0 21,TaggedPDF-doc Part Sect P statement word,{},0.010582010582010581,0.12104369272477576,0.0012808856372992143,"Yes (en_US, en_GB, en_AU)",No,No,No,No
177,support,0 5 1 10 0 22,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.15322837609617704,0.00020268303716425534,"Yes (en_US, en_GB, en_AU)",No,No,No,No
178,Supports,0 5 1 10 0 24,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.8692317197309762,0.0011497774070515557,"Yes (en_US, en_GB, en_AU)",No,No,No,No
179,Overflow,0 5 1 10 0 25,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.20647388804940212,0.0005462272170619104,"Yes (en_US, en_GB, en_AU)",No,No,No,No
180,Underflow,0 5 1 10 0 26,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.20647388804940212,0.0005462272170619104,"Yes (en_US, en_GB, en_AU)",No,No,No,No
181,Invalid,0 5 1 10 0 27,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.28944812311416607,0.0011486036631514526,"Yes (en_US, en_GB, en_AU)",No,No,No,No
182,operation,0 5 1 11 0 0,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.10580372616803894,0.00013995201874079225,"Yes (en_US, en_GB, en_AU)",No,No,No,No
183,flags,0 5 1 11 0 1,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.28944812311416607,0.0003828678877171509,"Yes (en_US, en_GB, en_AU)",No,No,No,No
184,Simple,0 5 1 11 0 3,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.8692317197309762,0.0011497774070515557,"Yes (en_US, en_GB, en_AU)",No,No,No,No
185,Interface,0 5 1 11 0 4,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.3921104650113138,0.0005186646362583515,"Yes (en_US, en_GB, en_AU)",No,No,No,No
186,Optimized,0 5 1 11 0 6,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,1.568201724066995,0.0020743409048505222,"Yes (en_US, en_GB, en_AU)",No,No,No,No
187,for,0 5 1 11 0 7,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
188,Speed,0 5 1 11 0 8,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.7900504736833514,0.001045040309104962,"Yes (en_US, en_GB, en_AU)",No,No,No,No
189,and,0 5 1 11 0 9,TaggedPDF-doc Part Sect P statement word,{},0.017195767195767195,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
190,Latency,0 5 1 11 0 10,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.8692317197309762,0.0011497774070515557,"Yes (en_US, en_GB, en_AU)",No,No,No,No
191,Fully,0 5 1 11 0 12,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.422073688388757,0.0005582985296147579,"Yes (en_US, en_GB, en_AU)",No,No,No,No
192,Synchronous,0 5 1 11 0 13,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.9661417327390326,0.0012779652549458102,"Yes (en_US, en_GB, en_AU)",No,No,No,No
193,design,0 5 1 11 0 14,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.2459824293330757,0.00032537358377390964,"Yes (en_US, en_GB, en_AU)",No,No,No,No
194,with,0 5 1 11 0 15,TaggedPDF-doc Part Sect P statement word,{},0.006613756613756613,0.04968778418910748,0.0003286229113036209,Yes (NTLK Stopword),No,No,No,No
195,single,0 5 1 11 0 16,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.1368379599080077,0.000543007777412729,"Yes (en_US, en_GB, en_AU)",No,No,No,No
196,clock,0 5 1 11 0 17,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.17026171539495738,0.00045042781850517823,"Yes (en_US, en_GB, en_AU)",No,No,No,No
197,Compatible,0 5 1 11 0 19,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,1.2671717284030137,0.0016761530798981663,"Yes (en_US, en_GB, en_AU)",No,No,No,No
198,Flexible,0 5 1 11 0 20,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,1.2671717284030137,0.0016761530798981663,"Yes (en_US, en_GB, en_AU)",No,No,No,No
199,and,0 5 1 11 0 21,TaggedPDF-doc Part Sect P statement word,{},0.017195767195767195,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
200,integrable,0 5 1 11 0 22,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,1.568201724066995,0.0020743409048505222,"Yes (en_US, en_GB, en_AU)",No,No,No,No
201,with,0 5 1 11 0 23,TaggedPDF-doc Part Sect P statement word,{},0.006613756613756613,0.04968778418910748,0.0003286229113036209,Yes (NTLK Stopword),No,No,No,No
202,other,0 5 1 11 0 24,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.20647388804940212,0.0002731136085309552,Yes (NTLK Stopword),No,No,No,No
203,modules,0 5 1 12 0 0,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.7231036840527382,0.0019129727091342279,"Yes (en_US, en_GB, en_AU)",No,No,No,No
204,Description,0 5 1 13 0 0,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.22577904324478879,0.0008959485843047174,"Yes (en_US, en_GB, en_AU)",No,No,No,No
205,Figure,0 5 1 14 0 0,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.3921104650113138,0.001037329272516703,"Yes (en_US, en_GB, en_AU)",No,No,No,No
206,shows,0 5 1 14 0 2,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.3921104650113138,0.001037329272516703,"Yes (en_US, en_GB, en_AU)",No,No,No,No
207,the,0 5 1 14 0 3,TaggedPDF-doc Part Sect P statement word,{},0.04497354497354497,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
208,Schematic,0 5 1 14 0 4,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,1.2671717284030137,0.0033523061597963326,"Yes (en_US, en_GB, en_AU)",No,No,No,No
209,Symbol,0 5 1 14 0 5,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.4890204780193702,0.0006468524841526061,"Yes (en_US, en_GB, en_AU)",No,No,No,No
210,of,0 5 1 14 0 6,TaggedPDF-doc Part Sect P statement word,{},0.02513227513227513,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
211,Floating,0 5 1 14 0 7,TaggedPDF-doc Part Sect P statement word,{},0.010582010582010581,0.28944812311416607,0.003062943101737207,"Yes (en_US, en_GB, en_AU)",No,No,No,No
212,Point,0 5 1 14 0 8,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.20647388804940212,0.0010924544341238207,"Yes (en_US, en_GB, en_AU)",No,No,No,No
213,Multiplier,0 5 1 14 0 9,TaggedPDF-doc Part Sect P statement word,{},0.009259259259259259,0.52680903890877,0.004877861471377499,"Yes (en_US, en_GB, en_AU)",No,No,No,No
214,It,0 5 1 14 1 0,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.22577904324478879,0.0005972990562031449,Yes (NTLK Stopword),No,No,No,No
215,takes,0 5 1 14 1 1,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.568201724066995,0.0007515895820991997,"Yes (en_US, en_GB, en_AU)",No,No,No,No
216,two,0 5 1 14 1 2,TaggedPDF-doc Part Sect P statement word,{},0.006613756613756613,0.15322837609617704,0.0010134151858212767,"Yes (en_US, en_GB, en_AU)",No,No,No,No
217,IEEE,0 5 1 14 1 3,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.09108046934733258,0.00048190724522398186,No,No,No,No,No
218,754,0 5 1 14 1 4,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.3640817414110702,0.0019263584201643924,"Yes (en_US, en_GB, en_AU)",Yes,No,No,No
219,format,0 5 1 14 1 5,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.03672280702473984,0.00014572542470134856,"Yes (en_US, en_GB, en_AU)",No,No,No,No
220,single,0 5 1 14 1 6,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.1368379599080077,0.000543007777412729,"Yes (en_US, en_GB, en_AU)",No,No,No,No
221,precision,0 5 1 14 1 7,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.07684003023272233,0.00030492075489175525,"Yes (en_US, en_GB, en_AU)",No,No,No,No
222,floating,0 5 1 14 1 8,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.31292921896368886,0.0016557101532470309,"Yes (en_US, en_GB, en_AU)",No,No,No,No
223,point,0 5 1 14 1 9,TaggedPDF-doc Part Sect P statement word,{},0.010582010582010581,0.12104369272477576,0.0012808856372992143,"Yes (en_US, en_GB, en_AU)",No,No,No,No
224,numbers,0 5 1 14 1 10,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.1368379599080077,0.00036200518494181933,"Yes (en_US, en_GB, en_AU)",No,No,No,No
225,and,0 5 1 14 1 11,TaggedPDF-doc Part Sect P statement word,{},0.017195767195767195,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
226,produces,0 5 1 14 1 12,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.7231036840527382,0.0009564863545671139,"Yes (en_US, en_GB, en_AU)",No,No,No,No
227,the,0 5 1 14 1 13,TaggedPDF-doc Part Sect P statement word,{},0.04497354497354497,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
228,multiplied,0 5 1 14 1 14,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.7231036840527382,0.0009564863545671139,"Yes (en_US, en_GB, en_AU)",No,No,No,No
229,output,0 5 1 14 1 15,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.02413367971671937,3.192285676814731e-05,"Yes (en_US, en_GB, en_AU)",No,No,No,No
230,It,0 5 1 14 2 0,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.22577904324478879,0.0005972990562031449,Yes (NTLK Stopword),No,No,No,No
231,also,0 5 1 14 2 1,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.26717172840301384,0.0007068035142936874,"Yes (en_US, en_GB, en_AU)",No,No,No,No
232,supports,0 5 1 14 2 2,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.26717172840301384,0.0003534017571468437,"Yes (en_US, en_GB, en_AU)",No,No,No,No
233,the,0 5 1 14 2 3,TaggedPDF-doc Part Sect P statement word,{},0.04497354497354497,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
234,features,0 5 1 14 2 4,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.7231036840527382,0.0009564863545671139,"Yes (en_US, en_GB, en_AU)",No,No,No,No
235,like,0 5 1 14 2 5,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.7900504736833514,0.001045040309104962,"Yes (en_US, en_GB, en_AU)",No,No,No,No
236,underflow,0 5 1 14 2 6,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.3921104650113138,0.0005186646362583515,"Yes (en_US, en_GB, en_AU)",No,No,No,No
237,overflow,0 5 1 14 2 7,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.3921104650113138,0.0005186646362583515,"Yes (en_US, en_GB, en_AU)",No,No,No,No
238,and,0 5 1 14 2 8,TaggedPDF-doc Part Sect P statement word,{},0.017195767195767195,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
239,invalid,0 5 1 14 2 9,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.52680903890877,0.0006968373530539285,"Yes (en_US, en_GB, en_AU)",No,No,No,No
240,operations,0 5 1 14 2 10,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.26717172840301384,0.0003534017571468437,"Yes (en_US, en_GB, en_AU)",No,No,No,No
241,Figure,0 5 1 15 0 0,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.3921104650113138,0.001037329272516703,"Yes (en_US, en_GB, en_AU)",No,No,No,No
242,shows,0 5 1 15 0 2,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.3921104650113138,0.001037329272516703,"Yes (en_US, en_GB, en_AU)",No,No,No,No
243,the,0 5 1 15 0 3,TaggedPDF-doc Part Sect P statement word,{},0.04497354497354497,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
244,implementation,0 5 1 15 0 4,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.31292921896368886,0.0004139275383117577,"Yes (en_US, en_GB, en_AU)",No,No,No,No
245,of,0 5 1 15 0 5,TaggedPDF-doc Part Sect P statement word,{},0.02513227513227513,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
246,Floating,0 5 1 15 0 6,TaggedPDF-doc Part Sect P statement word,{},0.010582010582010581,0.28944812311416607,0.003062943101737207,"Yes (en_US, en_GB, en_AU)",No,No,No,No
247,point,0 5 1 15 0 7,TaggedPDF-doc Part Sect P statement word,{},0.010582010582010581,0.12104369272477576,0.0012808856372992143,"Yes (en_US, en_GB, en_AU)",No,No,No,No
248,Multiplier,0 5 1 15 0 8,TaggedPDF-doc Part Sect P statement word,{},0.009259259259259259,0.52680903890877,0.004877861471377499,"Yes (en_US, en_GB, en_AU)",No,No,No,No
249,unit,0 5 1 15 0 9,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.1368379599080077,0.00036200518494181933,"Yes (en_US, en_GB, en_AU)",No,No,No,No
250,The,0 5 1 15 1 0,TaggedPDF-doc Part Sect P statement word,{},0.015873015873015872,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
251,Unit,0 5 1 15 1 1,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.22577904324478879,0.00029864952810157246,"Yes (en_US, en_GB, en_AU)",No,No,No,No
252,consists,0 5 1 15 1 2,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.52680903890877,0.001393674706107857,"Yes (en_US, en_GB, en_AU)",No,No,No,No
253,of,0 5 1 15 1 3,TaggedPDF-doc Part Sect P statement word,{},0.02513227513227513,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
254,two,0 5 1 15 1 4,TaggedPDF-doc Part Sect P statement word,{},0.006613756613756613,0.15322837609617704,0.0010134151858212767,"Yes (en_US, en_GB, en_AU)",No,No,No,No
255,calculation,0 5 1 15 1 6,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.6139592146276701,0.0008121153632641139,"Yes (en_US, en_GB, en_AU)",No,No,No,No
256,and,0 5 1 15 1 7,TaggedPDF-doc Part Sect P statement word,{},0.017195767195767195,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
257,Normalization,0 5 1 15 1 8,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.9661417327390326,0.0038338957648374307,"Yes (en_US, en_GB, en_AU)",No,No,No,No
258,The,0 5 1 16 0 0,TaggedPDF-doc Part Sect P statement word,{},0.015873015873015872,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
259,first,0 5 1 16 0 1,TaggedPDF-doc Part Sect P statement word,{},0.009259259259259259,0.20647388804940212,0.001911795259716686,"Yes (en_US, en_GB, en_AU)",No,No,No,No
260,stage,0 5 1 16 0 2,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.7900504736833514,0.0031351209273148863,"Yes (en_US, en_GB, en_AU)",No,No,No,No
261,consists,0 5 1 16 0 3,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.52680903890877,0.001393674706107857,"Yes (en_US, en_GB, en_AU)",No,No,No,No
262,of,0 5 1 16 0 4,TaggedPDF-doc Part Sect P statement word,{},0.02513227513227513,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
263,the,0 5 1 16 0 5,TaggedPDF-doc Part Sect P statement word,{},0.04497354497354497,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
264,following,0 5 1 16 0 6,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.06305174574708902,0.0001668035601774842,"Yes (en_US, en_GB, en_AU)",No,No,No,No
265,three,0 5 1 16 0 7,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.422073688388757,0.0022331941184590316,"Yes (en_US, en_GB, en_AU)",No,No,No,No
266,blocks,0 5 1 16 0 8,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.7900504736833514,0.002090080618209924,"Yes (en_US, en_GB, en_AU)",No,No,No,No
267,which,0 5 1 16 0 9,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.26717172840301384,0.0007068035142936874,Yes (NTLK Stopword),No,No,No,No
268,work,0 5 1 16 0 10,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.45425837176015826,0.0006008708621166114,"Yes (en_US, en_GB, en_AU)",No,No,No,No
269,in,0 5 1 16 0 11,TaggedPDF-doc Part Sect P statement word,{},0.01455026455026455,0.01189922329970769,0.00017313684695341875,Yes (NTLK Stopword),No,No,No,No
270,parallel,0 5 1 16 0 12,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.4890204780193702,0.0019405574524578183,"Yes (en_US, en_GB, en_AU)",No,No,No,No
271,Sign,0 5 1 17 0 0,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.568201724066995,0.0015031791641983993,"Yes (en_US, en_GB, en_AU)",No,No,No,No
272,Calculator,0 5 1 17 0 1,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,1.568201724066995,0.006223022714551567,"Yes (en_US, en_GB, en_AU)",No,No,No,No
273,The,0 5 1 17 0 2,TaggedPDF-doc Part Sect P statement word,{},0.015873015873015872,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
274,Output,0 5 1 17 0 3,TaggedPDF-doc Part Sect P statement word,{},0.007936507936507936,0.06305174574708902,0.0005004106805324525,"Yes (en_US, en_GB, en_AU)",No,No,No,No
275,Sign,0 5 1 17 0 4,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.568201724066995,0.0015031791641983993,"Yes (en_US, en_GB, en_AU)",No,No,No,No
276,is,0 5 1 17 0 5,TaggedPDF-doc Part Sect P statement word,{},0.018518518518518517,0.01189922329970769,0.00022035598703162387,Yes (NTLK Stopword),No,No,No,No
277,the,0 5 1 17 0 6,TaggedPDF-doc Part Sect P statement word,{},0.04497354497354497,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
278,exor,0 5 1 17 0 7,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,1.568201724066995,0.0020743409048505222,No,No,No,No,No
279,of,0 5 1 17 0 8,TaggedPDF-doc Part Sect P statement word,{},0.02513227513227513,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
280,two,0 5 1 17 0 9,TaggedPDF-doc Part Sect P statement word,{},0.006613756613756613,0.15322837609617704,0.0010134151858212767,"Yes (en_US, en_GB, en_AU)",No,No,No,No
281,sign,0 5 1 18 0 0 0 0,TaggedPDF-doc Part Sect Table TR TH statement word,{},0.0026455026455026454,0.22577904324478879,0.0005972990562031449,"Yes (en_US, en_GB, en_AU)",No,No,No,No
282,bit,0 5 1 18 0 0 0 1,TaggedPDF-doc Part Sect Table TR TH statement word,{},0.0013227513227513227,0.15322837609617704,0.00020268303716425534,"Yes (en_US, en_GB, en_AU)",No,No,No,No
283,inputs,0 5 1 18 0 0 0 2,TaggedPDF-doc Part Sect Table TR TH statement word,{},0.0026455026455026454,0.422073688388757,0.0011165970592295158,"Yes (en_US, en_GB, en_AU)",No,No,No,No
284,Exponent,0 5 1 18 1 0 0 0,TaggedPDF-doc Part Sect Table TR TD statement word,{},0.0013227513227513227,0.3921104650113138,0.0005186646362583515,"Yes (en_US, en_GB, en_AU)",No,No,No,No
285,Calculator,0 5 1 18 1 0 0 1,TaggedPDF-doc Part Sect Table TR TD statement word,{},0.003968253968253968,1.568201724066995,0.006223022714551567,"Yes (en_US, en_GB, en_AU)",No,No,No,No
286,added,0 5 1 18 1 0 0 2,TaggedPDF-doc Part Sect Table TR TD statement word,{},0.0013227513227513227,0.422073688388757,0.0005582985296147579,"Yes (en_US, en_GB, en_AU)",No,No,No,No
287,and,0 5 1 18 1 0 0 3,TaggedPDF-doc Part Sect Table TR TD statement word,{},0.017195767195767195,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
