Word,PI Score,Tf-Idf,Loc Ind,Loc Sig,Section
N9 N10,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 10 | 0 5 7 2 1 5 0 11,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
Operand Swap,0.515141082529,0.0003957491727774148,0 5 6 7 2 0 0 | 0 5 6 7 2 0 1,TaggedPDF-doc Part Sect Sect P statement word,'4-3'
ExpB ExpL,0.321527834791,0.0001978745863887074,0 5 6 4 26 0 0 1 0 14 | 0 5 6 4 26 0 0 1 0 15,TaggedPDF-doc Part Sect Sect L L LI LI_Title statement word,'4-3'
N2 P2,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 33 | 0 5 7 2 1 1 0 34,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
R1 R2,0.405257289428,0.00022980988908288244,0 5 7 2 1 10 0 13 | 0 5 7 2 1 10 0 14,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
R0 R1,0.405257289428,0.00022980988908288244,0 5 7 2 1 10 0 12 | 0 5 7 2 1 10 0 13,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
TA0 Physical,0.321527834791,0.0001978745863887074,0 5 9 5 0 3 | 0 5 9 5 0 4,TaggedPDF-doc Part Sect P statement word,'4-3'
B15 A15,0.405257289428,0.00022980988908288244,0 5 7 2 1 9 0 13 | 0 5 7 2 1 9 0 14,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
ISI FPU,0.623914114396,0.0011872475183322445,0 5 6 3 6 0 2 | 0 5 6 3 6 0 3,TaggedPDF-doc Part Sect Sect P statement word,'4-3'
R2 padVDD,0.405257289428,0.00022980988908288244,0 5 7 2 1 10 0 14 | 0 5 7 2 1 10 0 15,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
B9 padVDD,0.405257289428,0.00022980988908288244,0 5 7 2 1 6 0 22 | 0 5 7 2 1 6 0 23,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
D13 C13,0.405257289428,0.00022980988908288244,0 5 7 2 1 9 0 0 | 0 5 7 2 1 9 0 1,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
N11 N12,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 12 | 0 5 7 2 1 5 0 13,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
ExpB ExpZ,0.515141082529,0.0003957491727774148,0 5 6 8 14 1 0 1 0 6 | 0 5 6 8 14 1 0 1 0 7,TaggedPDF-doc Part Sect Sect L L LI LI_Title statement word,'4-3'
FracZ ExpZ,0.603661197081,0.0009192395563315298,0 5 6 8 14 4 1 0 21 | 0 5 6 8 14 4 1 0 22,TaggedPDF-doc Part Sect Sect L L LI statement word,'4-3'
M5 M6,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 42 | 0 5 7 2 1 1 0 43,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
E8 D4,0.405257289428,0.00022980988908288244,0 5 7 2 1 9 0 37 | 0 5 7 2 1 9 0 38,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
H13 L12,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 47 | 0 5 7 2 1 5 0 48,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
A8 A7,0.405257289428,0.00022980988908288244,0 5 7 2 1 9 0 52 | 0 5 7 2 1 9 0 53,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
Calculate QtB,0.321527834791,0.0001978745863887074,0 5 6 9 20 6 0 1 0 0 | 0 5 6 9 20 6 0 1 0 1,TaggedPDF-doc Part Sect Sect L L LI LI_Title statement word,'4-3'
A27 A28,0.405257289428,0.00022980988908288244,0 5 7 2 1 6 0 0 | 0 5 7 2 1 6 0 1,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
R7 padVDD,0.405257289428,0.00022980988908288244,0 5 7 2 1 10 0 21 | 0 5 7 2 1 10 0 22,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
A8 A9,0.405257289428,0.00022980988908288244,0 5 7 2 1 2 0 31 | 0 5 7 2 1 2 0 32,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
A12 A11,0.321527834791,0.0001978745863887074,0 5 7 2 1 9 0 20 | 0 5 7 2 1 9 0 21,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
J14 H14,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 41 | 0 5 7 2 1 5 0 42,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
A12 A13,0.405257289428,0.00022980988908288244,0 5 7 2 1 2 0 37 | 0 5 7 2 1 2 0 38,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
N1 P1,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 39 | 0 5 7 2 1 1 0 40,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
opcode1 opcode2,0.405257289428,0.00022980988908288244,0 5 7 2 1 2 0 2 | 0 5 7 2 1 2 0 3,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
G4 H4,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 19 | 0 5 7 2 1 1 0 20,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
R11 padVDD,0.405257289428,0.00022980988908288244,0 5 7 2 1 10 0 27 | 0 5 7 2 1 10 0 28,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
R4 R5,0.52655059037,0.0004596197781657649,0 5 7 2 1 1 0 46 | 0 5 7 2 1 1 0 47,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
B2 B3,0.405257289428,0.00022980988908288244,0 5 7 2 1 6 0 13 | 0 5 7 2 1 6 0 14,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
Number Denormalized,0.405257289428,0.00022980988908288244,0 5 6 1 12 1 0 0 1 | 0 5 6 1 12 1 0 0 2,TaggedPDF-doc Part Sect Sect Table TR TD statement word,'4-3'
R26 R27,0.405257289428,0.00022980988908288244,0 5 7 2 1 10 0 52 | 0 5 7 2 1 10 0 53,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
P9 P10,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 16 | 0 5 7 2 1 5 0 17,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
P11 P12,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 18 | 0 5 7 2 1 5 0 19,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
B30 B31,0.405257289428,0.00022980988908288244,0 5 7 2 1 10 0 1 | 0 5 7 2 1 10 0 2,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
B5 padVDD,0.405257289428,0.00022980988908288244,0 5 7 2 1 6 0 16 | 0 5 7 2 1 6 0 17,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
A9 padVDD,0.405257289428,0.00022980988908288244,0 5 7 2 1 2 0 32 | 0 5 7 2 1 2 0 33,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
D2 E2,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 8 | 0 5 7 2 1 1 0 9,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
B6 B5,0.405257289428,0.00022980988908288244,0 5 7 2 1 9 0 47 | 0 5 7 2 1 9 0 48,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
FracB FracL,0.405257289428,0.00022980988908288244,0 5 6 4 26 0 0 1 0 32 | 0 5 6 4 26 0 0 1 0 33,TaggedPDF-doc Part Sect Sect L L LI LI_Title statement word,'4-3'
R27 padVDD,0.405257289428,0.00022980988908288244,0 5 7 2 1 10 0 53 | 0 5 7 2 1 10 0 54,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
F12 E12,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 54 | 0 5 7 2 1 5 0 55,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
A22 A23,0.405257289428,0.00022980988908288244,0 5 7 2 1 2 0 53 | 0 5 7 2 1 2 0 54,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
M11 L8,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 6 | 0 5 7 2 1 5 0 7,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
D0 IV,0.405257289428,0.00022980988908288244,0 5 5 6 4 0 0 1 | 0 5 5 6 4 0 0 2,TaggedPDF-doc Part Sect Sect Caption P statement word,'4-3'
FracB X,0.321527834791,0.0001978745863887074,0 5 6 9 20 1 1 0 4 | 0 5 6 9 20 1 1 0 5,TaggedPDF-doc Part Sect Sect L LI LI_Title statement word,'4-3'
J1 K1,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 35 | 0 5 7 2 1 1 0 36,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
M15 L15,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 32 | 0 5 7 2 1 5 0 33,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
K13 J13,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 45 | 0 5 7 2 1 5 0 46,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
K2 L2,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 30 | 0 5 7 2 1 1 0 31,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
H14 M13,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 42 | 0 5 7 2 1 5 0 43,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
N5 N6,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 0 | 0 5 7 2 1 5 0 1,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
NC opcode0,0.405257289428,0.00022980988908288244,0 5 7 2 1 2 0 0 | 0 5 7 2 1 2 0 1,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
R3 R4,0.52655059037,0.0004596197781657649,0 5 7 2 1 1 0 45 | 0 5 7 2 1 1 0 46,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
R12 R13,0.52655059037,0.0004596197781657649,0 5 7 2 1 10 0 30 | 0 5 7 2 1 10 0 31,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
FracA ExpZ,0.515141082529,0.0003957491727774148,0 5 6 5 20 4 1 0 15 | 0 5 6 5 20 4 1 0 16,TaggedPDF-doc Part Sect Sect L LI LI_Title statement word,'4-3'
F2 G2,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 10 | 0 5 7 2 1 1 0 11,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
A5 A4,0.405257289428,0.00022980988908288244,0 5 7 2 1 9 0 55 | 0 5 7 2 1 9 0 56,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
A5 A6,0.405257289428,0.00022980988908288244,0 5 7 2 1 2 0 28 | 0 5 7 2 1 2 0 29,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
Number Representation,0.507045907887,0.0003504322570689273,0 5 6 0 1 1 | 0 5 6 0 1 2,TaggedPDF-doc Part Sect H3 statement word,'4-3'
"IEEE arithmetic,",0.321527834791,0.0001978745863887074,0 5 6 3 1 0 6 | 0 5 6 3 1 0 7,TaggedPDF-doc Part Sect Sect P statement word,'4-3'
ExpG ExpL,0.515141082529,0.0003957491727774148,0 5 6 5 20 1 1 0 7 | 0 5 6 5 20 1 1 0 8,TaggedPDF-doc Part Sect Sect L LI LI_Title statement word,'4-3'
J13 H13,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 46 | 0 5 7 2 1 5 0 47,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
B21 B22,0.405257289428,0.00022980988908288244,0 5 7 2 1 6 0 44 | 0 5 7 2 1 6 0 45,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
J12 H12,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 50 | 0 5 7 2 1 5 0 51,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
R18 R19,0.405257289428,0.00022980988908288244,0 5 7 2 1 10 0 38 | 0 5 7 2 1 10 0 39,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
F1 G1,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 4 | 0 5 7 2 1 1 0 5,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
Required datapath:,0.753829976306,0.0037596171413854405,0 5 6 4 26 3 1 0 0 | 0 5 6 4 26 3 1 0 1,TaggedPDF-doc Part Sect Sect L L LI statement word,'4-3'
B0 B1,0.405257289428,0.00022980988908288244,0 5 7 2 1 6 0 7 | 0 5 7 2 1 6 0 8,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
ExpG Leading,0.321527834791,0.0001978745863887074,0 5 6 4 29 3 1 0 10 | 0 5 6 4 29 3 1 0 11,TaggedPDF-doc Part Sect Sect L L LI statement word,'4-3'
Functional Testing,0.321527834791,0.0001978745863887074,0 5 8 14 0 0 | 0 5 8 14 0 1,TaggedPDF-doc Part Sect P statement word,'4-3'
B28 B29,0.405257289428,0.00022980988908288244,0 5 7 2 1 6 0 55 | 0 5 7 2 1 6 0 56,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
B25 coreVDD,0.405257289428,0.00022980988908288244,0 5 7 2 1 6 0 48 | 0 5 7 2 1 6 0 49,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
F14 E14,0.405257289428,0.00022980988908288244,0 5 7 2 1 9 0 3 | 0 5 7 2 1 9 0 4,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
C9 D8,0.405257289428,0.00022980988908288244,0 5 7 2 1 9 0 32 | 0 5 7 2 1 9 0 33,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
P7 N4,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 54 | 0 5 7 2 1 1 0 55,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
N6 N7,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 1 | 0 5 7 2 1 5 0 2,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
A23 A24,0.405257289428,0.00022980988908288244,0 5 7 2 1 2 0 54 | 0 5 7 2 1 2 0 55,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
M4 J3,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 25 | 0 5 7 2 1 1 0 26,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
G3 H3,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 15 | 0 5 7 2 1 1 0 16,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
FracA FracB,0.405257289428,0.00022980988908288244,0 5 6 8 14 2 0 1 0 4 | 0 5 6 8 14 2 0 1 0 5,TaggedPDF-doc Part Sect Sect L L LI LI_Title statement word,'4-3'
B3 B2,0.405257289428,0.00022980988908288244,0 5 7 2 1 9 0 50 | 0 5 7 2 1 9 0 51,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
B3 B4,0.405257289428,0.00022980988908288244,0 5 7 2 1 6 0 14 | 0 5 7 2 1 6 0 15,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
A7 A8,0.405257289428,0.00022980988908288244,0 5 7 2 1 2 0 30 | 0 5 7 2 1 2 0 31,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
M2 N2,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 32 | 0 5 7 2 1 1 0 33,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
R29 R30,0.405257289428,0.00022980988908288244,0 5 7 2 1 10 0 57 | 0 5 7 2 1 10 0 58,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
D5 E8,0.405257289428,0.00022980988908288244,0 5 7 2 1 9 0 36 | 0 5 7 2 1 9 0 37,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
G14 F14,0.405257289428,0.00022980988908288244,0 5 7 2 1 9 0 2 | 0 5 7 2 1 9 0 3,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
R23 padVDD,0.405257289428,0.00022980988908288244,0 5 7 2 1 10 0 47 | 0 5 7 2 1 10 0 48,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
B8 B7,0.405257289428,0.00022980988908288244,0 5 7 2 1 9 0 45 | 0 5 7 2 1 9 0 46,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
A29 padVDD,0.405257289428,0.00022980988908288244,0 5 7 2 1 6 0 2 | 0 5 7 2 1 6 0 3,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
B8 B9,0.405257289428,0.00022980988908288244,0 5 7 2 1 6 0 21 | 0 5 7 2 1 6 0 22,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
A4 A3,0.321527834791,0.0001978745863887074,0 5 7 2 1 9 0 56 | 0 5 7 2 1 9 0 57,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
G15 F15,0.405257289428,0.00022980988908288244,0 5 7 2 1 9 0 8 | 0 5 7 2 1 9 0 9,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
H12 H11,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 51 | 0 5 7 2 1 5 0 52,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
M12 N8,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 8 | 0 5 7 2 1 5 0 9,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
A30 A31,0.405257289428,0.00022980988908288244,0 5 7 2 1 6 0 5 | 0 5 7 2 1 6 0 6,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
H11 G12,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 52 | 0 5 7 2 1 5 0 53,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
A10 A11,0.405257289428,0.00022980988908288244,0 5 7 2 1 2 0 35 | 0 5 7 2 1 2 0 36,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
Set RSA,0.321527834791,0.0001978745863887074,0 5 6 7 15 2 1 0 9 | 0 5 6 7 15 2 1 0 10,TaggedPDF-doc Part Sect Sect L LI LI_Title statement word,'4-3'
A24 A25,0.405257289428,0.00022980988908288244,0 5 7 2 1 2 0 55 | 0 5 7 2 1 2 0 56,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
P4 P5,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 51 | 0 5 7 2 1 1 0 52,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
R17 R18,0.405257289428,0.00022980988908288244,0 5 7 2 1 10 0 37 | 0 5 7 2 1 10 0 38,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
R14 R15,0.52655059037,0.0004596197781657649,0 5 7 2 1 10 0 32 | 0 5 7 2 1 10 0 33,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
G12 F12,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 53 | 0 5 7 2 1 5 0 54,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
Article Architecture,0.515141082529,0.0003957491727774148,0 5 5 0 2 2 | 0 5 5 0 2 3,TaggedPDF-doc Part Sect H3 statement word,'4-3'
Operand B,0.471491146968,0.0002865616516805772,0 5 5 4 0 1 5 1 0 6 | 0 5 5 4 0 1 5 1 0 7,TaggedPDF-doc Part Sect L L L LI LI_Title statement word,'4-3'
L12 K12,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 48 | 0 5 7 2 1 5 0 49,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
M14 L14,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 38 | 0 5 7 2 1 5 0 39,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
G2 H2D3,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 11 | 0 5 7 2 1 1 0 12,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
N13 P8,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 14 | 0 5 7 2 1 5 0 15,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
D9 A14,0.405257289428,0.00022980988908288244,0 5 7 2 1 9 0 17 | 0 5 7 2 1 9 0 18,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
start_div en_input,0.321527834791,0.0001978745863887074,0 5 5 6 2 0 5 | 0 5 5 6 2 0 6,TaggedPDF-doc Part Sect Sect P statement word,'4-3'
Pad Number,0.55048835427,0.0005936237591661223,0 5 7 2 0 0 0 0 | 0 5 7 2 0 0 0 1,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
A28 A29,0.405257289428,0.00022980988908288244,0 5 7 2 1 6 0 1 | 0 5 7 2 1 6 0 2,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
O O,0.835784478856,0.005342613832495099,0 5 7 2 1 11 0 44 | 0 5 7 2 1 11 0 45,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
N7 M8,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 2 | 0 5 7 2 1 5 0 3,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
Set leading-zero,0.55048835427,0.0005936237591661223,0 5 6 6 5 0 0 | 0 5 6 6 5 0 1,TaggedPDF-doc Part Sect Sect P statement word,'4-3'
C12 C11,0.405257289428,0.00022980988908288244,0 5 7 2 1 9 0 29 | 0 5 7 2 1 9 0 30,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
Exponent Adjustment,0.321527834791,0.0001978745863887074,0 5 6 4 5 0 0 | 0 5 6 4 5 0 1,TaggedPDF-doc Part Sect Sect P statement word,'4-3'
A31 B0,0.405257289428,0.00022980988908288244,0 5 7 2 1 6 0 6 | 0 5 7 2 1 6 0 7,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
H5 J4,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 21 | 0 5 7 2 1 1 0 22,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
A20 A21,0.405257289428,0.00022980988908288244,0 5 7 2 1 2 0 49 | 0 5 7 2 1 2 0 50,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
R16 R17,0.405257289428,0.00022980988908288244,0 5 7 2 1 10 0 36 | 0 5 7 2 1 10 0 37,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
B1 padVDD,0.405257289428,0.00022980988908288244,0 5 7 2 1 6 0 8 | 0 5 7 2 1 6 0 9,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
B1 C1,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 0 | 0 5 7 2 1 1 0 1,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
FracA FracL,0.515141082529,0.0003957491727774148,0 5 6 8 14 0 1 0 16 | 0 5 6 8 14 0 1 0 17,TaggedPDF-doc Part Sect Sect L LI LI_Title statement word,'4-3'
M8 M9,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 3 | 0 5 7 2 1 5 0 4,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
B9 C12,0.405257289428,0.00022980988908288244,0 5 7 2 1 9 0 28 | 0 5 7 2 1 9 0 29,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
D15 C15,0.405257289428,0.00022980988908288244,0 5 7 2 1 9 0 11 | 0 5 7 2 1 9 0 12,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
"FPU architecture,",0.321527834791,0.0001978745863887074,0 5 5 5 0 13 | 0 5 5 5 0 14,TaggedPDF-doc Part Sect P statement word,'4-3'
FracA X,0.321527834791,0.0001978745863887074,0 5 6 9 20 2 0 1 0 7 | 0 5 6 9 20 2 0 1 0 8,TaggedPDF-doc Part Sect Sect L L LI LI_Title statement word,'4-3'
A19 A20,0.405257289428,0.00022980988908288244,0 5 7 2 1 2 0 48 | 0 5 7 2 1 2 0 49,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
B6 B7,0.405257289428,0.00022980988908288244,0 5 7 2 1 6 0 19 | 0 5 7 2 1 6 0 20,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
N10 N11,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 11 | 0 5 7 2 1 5 0 12,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
P1 R1,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 40 | 0 5 7 2 1 1 0 41,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
Absolute Value,0.259251583553,0.00015764086320837437,0 5 6 5 17 0 0 | 0 5 6 5 17 0 1,TaggedPDF-doc Part Sect Sect P statement word,'4-3'
C15 B15,0.405257289428,0.00022980988908288244,0 5 7 2 1 9 0 12 | 0 5 7 2 1 9 0 13,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
P5 P6,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 52 | 0 5 7 2 1 1 0 53,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
M3N3J2 K2,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 29 | 0 5 7 2 1 1 0 30,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
F3 G3,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 14 | 0 5 7 2 1 1 0 15,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
R15 padVDD,0.405257289428,0.00022980988908288244,0 5 7 2 1 10 0 33 | 0 5 7 2 1 10 0 34,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
A7 A6,0.405257289428,0.00022980988908288244,0 5 7 2 1 9 0 53 | 0 5 7 2 1 9 0 54,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
B10 B11,0.405257289428,0.00022980988908288244,0 5 7 2 1 6 0 25 | 0 5 7 2 1 6 0 26,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
G1 H1,0.405257289428,0.00022980988908288244,0 5 7 2 1 1 0 5 | 0 5 7 2 1 1 0 6,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
J15 H15,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 35 | 0 5 7 2 1 5 0 36,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
C14 B14,0.405257289428,0.00022980988908288244,0 5 7 2 1 9 0 6 | 0 5 7 2 1 9 0 7,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
ExpA ExpL,0.515141082529,0.0003957491727774148,0 5 6 8 14 0 1 0 10 | 0 5 6 8 14 0 1 0 11,TaggedPDF-doc Part Sect Sect L LI LI_Title statement word,'4-3'
B26 B27,0.405257289428,0.00022980988908288244,0 5 7 2 1 6 0 53 | 0 5 7 2 1 6 0 54,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
P10 P11,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 17 | 0 5 7 2 1 5 0 18,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
ExpA FracG,0.515141082529,0.0003957491727774148,0 5 6 6 21 0 1 1 5 | 0 5 6 6 21 0 1 1 6,TaggedPDF-doc Part Sect Sect L LI LI_Title statement word,'4-3'
sel0 sel1,0.405257289428,0.00022980988908288244,0 5 7 2 1 2 0 13 | 0 5 7 2 1 2 0 14,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
D12 G13,0.405257289428,0.00022980988908288244,0 5 7 2 1 5 0 56 | 0 5 7 2 1 5 0 57,TaggedPDF-doc Part Sect Table TR TD statement word,'4-3'
ExpA ExpB,0.321527834791,0.0001978745863887074,0 5 6 9 17 0 0 1 0 4 | 0 5 6 9 17 0 0 1 0 5,TaggedPDF-doc Part Sect Sect L L LI LI_Title statement word,'4-3'
